airport_id,node_idx
3413,828
7194,829
6346,830
6375,831
4054,832
3391,833
6377,834
7862,835
9107,836
6738,837
5457,838
30,839
9747,840
5523,841
119,842
162,843
164,844
184,845
200,846
8223,847
7275,848
5545,849
1685,850
1706,851
4315,852
1722,853
1715,854
5780,855
1724,856
1721,857
9044,858
8266,859
1689,860
1692,861
2947,862
1726,863
2501,864
2513,865
2443,866
2487,867
2488,868
2508,869
2452,870
2509,871
2439,872
2490,873
2495,874
2496,875
2440,876
2441,877
7277,878
5463,879
5526,880
5511,881
1153,882
2170,883
1154,884
3410,885
5804,886
295,887
1157,888
6839,889
6729,890
7107,891
7118,892
7114,893
6352,894
7898,895
5996,896
2281,897
2264,898
4148,899
2337,900
9846,901
4039,902
3578,903
4285,904
3488,905
3645,906
4018,907
4041,908
3442,909
4008,910
4034,911
3544,912
4017,913
3697,914
4128,915
3542,916
3473,917
3858,918
3861,919
4016,920
3745,921
7018,922
3676,923
4356,924
3517,925
3864,926
3701,927
2900,928
4025,929
4021,930
3448,931
5728,932
6814,933
2903,934
5737,935
7070,936
5739,937
3589,938
3604,939
4278,940
5744,941
5749,942
2888,943
3546,944
4265,945
6825,946
3724,947
7071,948
5758,949
6456,950
4026,951
5767,952
7065,953
2890,954
5770,955
2883,956
2884,957
3665,958
5774,959
6080,960
6788,961
48,962
78,963
85,964
99,965
7266,966
127,967
168,968
172,969
173,970
179,971
180,972
8227,973
5454,974
7029,975
7287,976
7288,977
5455,978
4279,979
6463,980
5807,981
1754,982
5809,983
6740,984
2749,985
2726,986
2752,987
2711,988
2712,989
2717,990
2729,991
2719,992
2722,993
2725,994
7356,995
2728,996
7358,997
6052,998
6051,999
2732,1000
6053,1001
2738,1002
6054,1003
2742,1004
2706,1005
2743,1006
7355,1007
2747,1008
2750,1009
5477,1010
2751,1011
2753,1012
7359,1013
2756,1014
1367,1015
2939,1016
1735,1017
1657,1018
2821,1019
2822,1020
2849,1021
2850,1022
1871,1023
2856,1024
2870,1025
3039,1026
3081,1027
2179,1028
2057,1029
2999,1030
3002,1031
3003,1032
3137,1033
3024,1034
3092,1035
5711,1036
2064,1037
11051,1038
3494,1039
6741,1040
3143,1041
3104,1042
3142,1043
3055,1044
2996,1045
3146,1046
3097,1047
2176,1048
3018,1049
3019,1050
3148,1051
2082,1052
3152,1053
3023,1054
193,1055
1450,1056
1480,1057
1456,1058
1476,1059
1459,1060
1446,1061
1474,1062
1455,1063
2944,1064
1451,1065
4191,1066
4192,1067
4194,1068
1475,1069
5787,1070
4190,1071
1454,1072
1461,1073
4196,1074
1464,1075
1465,1076
1469,1077
4193,1078
1353,1079
1418,1080
4195,1081
3752,1082
1482,1083
1194,1084
1190,1085
1488,1086
2772,1087
2759,1088
2761,1089
6056,1090
2762,1091
2764,1092
6058,1093
4247,1094
2769,1095
2768,1096
1262,1097
1324,1098
1344,1099
1403,1100
1280,1101
1278,1102
1330,1103
1412,1104
1285,1105
1320,1106
1563,1107
1323,1108
687,1109
1416,1110
1276,1111
1399,1112
6493,1113
1409,1114
1386,1115
1356,1116
1268,1117
1274,1118
1289,1119
1415,1120
1435,1121
1417,1122
1187,1123
7450,1124
3971,1125
3972,1126
4355,1127
3718,1128
4019,1129
532,1130
3700,1131
3341,1132
3852,1133
3658,1134
2006,1135
5718,1136
3840,1137
2802,1138
3838,1139
3319,1140
3673,1141
4007,1142
4286,1143
4069,1144
3825,1145
3558,1146
2875,1147
4129,1148
3463,1149
467,1150
3811,1151
1815,1152
4037,1153
3690,1154
3320,1155
3495,1156
3612,1157
3738,1158
3846,1159
3711,1160
3820,1161
3644,1162
3849,1163
3561,1164
4112,1165
3355,1166
2009,1167
4015,1168
3806,1169
4043,1170
3486,1171
3715,1172
3759,1173
4049,1174
2537,1175
3322,1176
3819,1177
3719,1178
3744,1179
2287,1180
4045,1181
3950,1182
3627,1183
4388,1184
3520,1185
3751,1186
3713,1187
3729,1188
3946,1189
3559,1190
4276,1191
4099,1192
3730,1193
4292,1194
3687,1195
5738,1196
4261,1197
3879,1198
4089,1199
4009,1200
3437,1201
3497,1202
1926,1203
3467,1204
3465,1205
1738,1206
4063,1207
534,1208
2882,1209
4038,1210
3653,1211
5740,1212
3775,1213
3685,1214
8314,1215
3728,1216
3566,1217
4113,1218
5742,1219
4006,1220
3714,1221
3550,1222
3457,1223
3845,1224
3585,1225
3584,1226
3857,1227
3947,1228
2334,1229
3580,1230
4354,1231
3492,1232
2792,1233
3514,1234
4256,1235
517,1236
3829,1237
3513,1238
3493,1239
3582,1240
3305,1241
2207,1242
3602,1243
3660,1244
3691,1245
4044,1246
629,1247
5753,1248
3652,1249
2551,1250
1780,1251
3458,1252
3826,1253
4101,1254
4115,1255
4050,1256
4011,1257
3717,1258
3671,1259
4072,1260
1821,1261
3732,1262
7081,1263
3782,1264
3675,1265
3948,1266
3459,1267
3515,1268
1960,1269
1953,1270
521,1271
4386,1272
3453,1273
3456,1274
3863,1275
3454,1276
3734,1277
3611,1278
1831,1279
3720,1280
6959,1281
3633,1282
3462,1283
4046,1284
3570,1285
2665,1286
1761,1287
4075,1288
3839,1289
3641,1290
1838,1291
4087,1292
4103,1293
3626,1294
2610,1295
3608,1296
3807,1297
3622,1298
3736,1299
4048,1300
591,1301
3784,1302
1892,1303
3731,1304
3613,1305
3949,1306
5768,1307
3642,1308
4318,1309
4014,1310
3577,1311
3469,1312
4348,1313
3609,1314
3748,1315
3708,1316
2891,1317
3536,1318
1842,1319
3817,1320
3680,1321
4067,1322
1764,1323
6992,1324
3753,1325
666,1326
3661,1327
4040,1328
4116,1329
3330,1330
3855,1331
3636,1332
4023,1333
3770,1334
3848,1335
2894,1336
3873,1337
2771,1338
73,1339
79,1340
3596,1341
1055,1342
1212,1343
293,1344
341,1345
4091,1346
1051,1347
498,1348
668,1349
1610,1350
499,1351
503,1352
1213,1353
1611,1354
1231,1355
1606,1356
7447,1357
371,1358
1633,1359
1470,1360
349,1361
1053,1362
1253,1363
1246,1364
1448,1365
1923,1366
7407,1367
2582,1368
1107,1369
5810,1370
1120,1371
1901,1372
1020,1373
1910,1374
1165,1375
951,1376
1918,1377
665,1378
3959,1379
21,1380
27,1381
28,1382
33,1383
34,1384
45,1385
56,1386
61,1387
63,1388
65,1389
90,1390
108,1391
112,1392
113,1393
116,1394
117,1395
120,1396
121,1397
122,1398
125,1399
126,1400
133,1401
135,1402
143,1403
144,1404
153,1405
166,1406
167,1407
174,1408
177,1409
181,1410
182,1411
188,1412
189,1413
192,1414
198,1415
199,1416
5538,1417
1956,1418
7395,1419
2524,1420
2522,1421
2521,1422
2525,1423
2566,1424
7399,1425
2526,1426
4209,1427
2533,1428
2637,1429
8242,1430
2543,1431
2541,1432
7364,1433
2618,1434
7398,1435
7532,1436
4215,1437
2544,1438
2577,1439
2547,1440
8247,1441
2556,1442
2555,1443
2559,1444
6735,1445
2554,1446
2572,1447
2569,1448
2570,1449
8258,1450
2568,1451
8180,1452
6034,1453
2576,1454
2575,1455
6073,1456
8238,1457
2581,1458
6036,1459
2584,1460
2591,1461
2590,1462
6037,1463
2586,1464
6038,1465
2587,1466
2597,1467
2595,1468
9771,1469
8256,1470
2631,1471
2603,1472
2602,1473
7372,1474
2604,1475
8237,1476
2550,1477
2607,1478
2609,1479
6040,1480
7382,1481
7394,1482
2612,1483
2615,1484
2630,1485
2616,1486
4092,1487
2628,1488
2624,1489
2623,1490
2622,1491
2629,1492
2578,1493
2638,1494
2539,1495
2278,1496
2259,1497
6354,1498
2272,1499
2384,1500
2268,1501
2262,1502
6393,1503
260,1504
5715,1505
299,1506
4047,1507
2177,1508
888,1509
608,1510
5725,1511
883,1512
4255,1513
3502,1514
1177,1515
3739,1516
1408,1517
915,1518
1350,1519
7669,1520
1265,1521
6358,1522
552,1523
1528,1524
4273,1525
912,1526
1005,1527
428,1528
1180,1529
3174,1530
438,1531
970,1532
309,1533
1270,1534
1569,1535
1016,1536
3115,1537
907,1538
906,1539
3747,1540
893,1541
8826,1542
999,1543
1094,1544
4161,1545
275,1546
886,1547
1072,1548
2256,1549
916,1550
4359,1551
495,1552
891,1553
1438,1554
918,1555
1250,1556
5776,1557
917,1558
220,1559
234,1560
209,1561
5552,1562
5554,1563
235,1564
5553,1565
221,1566
211,1567
236,1568
5555,1569
237,1570
238,1571
224,1572
244,1573
239,1574
233,1575
243,1576
231,1577
6492,1578
222,1579
240,1580
225,1581
230,1582
216,1583
3079,1584
3130,1585
6760,1586
6174,1587
3094,1588
3012,1589
3080,1590
3010,1591
3009,1592
3101,1593
3085,1594
3103,1595
3156,1596
6172,1597
3022,1598
3151,1599
3134,1600
3296,1601
3896,1602
3919,1603
3294,1604
3262,1605
3157,1606
3181,1607
3303,1608
3898,1609
3298,1610
3263,1611
3270,1612
8401,1613
3266,1614
8807,1615
3273,1616
3289,1617
3267,1618
4141,1619
3929,1620
3901,1621
3928,1622
3307,1623
3271,1624
3240,1625
4000,1626
3120,1627
1808,1628
1798,1629
1801,1630
5837,1631
1814,1632
1813,1633
1818,1634
1820,1635
1828,1636
1830,1637
1834,1638
1837,1639
1810,1640
1851,1641
1802,1642
2454,1643
2517,1644
2455,1645
2470,1646
4061,1647
2471,1648
2458,1649
2477,1650
2467,1651
2474,1652
2469,1653
8914,1654
2512,1655
2456,1656
2476,1657
2460,1658
2461,1659
2497,1660
2491,1661
5959,1662
3794,1663
5719,1664
3777,1665
4020,1666
3854,1667
3460,1668
6916,1669
4127,1670
3880,1671
3504,1672
1817,1673
3945,1674
4216,1675
3771,1676
3528,1677
6133,1678
4147,1679
3944,1680
6742,1681
3856,1682
3426,1683
3428,1684
5969,1685
6803,1686
5779,1687
1064,1688
1078,1689
5671,1690
5672,1691
9823,1692
1070,1693
1077,1694
5674,1695
1057,1696
1065,1697
1079,1698
5670,1699
2705,1700
2710,1701
2708,1702
2714,1703
2713,1704
2718,1705
6055,1706
2724,1707
2731,1708
2733,1709
2734,1710
2739,1711
2741,1712
2746,1713
2748,1714
2716,1715
2755,1716
249,1717
738,1718
429,1719
430,1720
433,1721
437,1722
16,1723
432,1724
439,1725
708,1726
2954,1727
743,1728
1636,1729
446,1730
1234,1731
453,1732
455,1733
416,1734
415,1735
458,1736
728,1737
462,1738
628,1739
630,1740
1517,1741
1649,1742
1536,1743
9327,1744
1652,1745
515,1746
1655,1747
2206,1748
638,1749
1175,1750
1220,1751
522,1752
547,1753
1656,1754
1505,1755
1514,1756
994,1757
1659,1758
2983,1759
1741,1760
1662,1761
1545,1762
1663,1763
2976,1764
2910,1765
5692,1766
1121,1767
1141,1768
5693,1769
7424,1770
7976,1771
1147,1772
1149,1773
2885,1774
6426,1775
2889,1776
3862,1777
2097,1778
2104,1779
2164,1780
2134,1781
5712,1782
2121,1783
2109,1784
2114,1785
4331,1786
2123,1787
5933,1788
2157,1789
2162,1790
2131,1791
2167,1792
607,1793
799,1794
1223,1795
520,1796
1198,1797
838,1798
2901,1799
1004,1800
4105,1801
7309,1802
7310,1803
2387,1804
2307,1805
2390,1806
2313,1807
2347,1808
3943,1809
2330,1810
538,1811
5575,1812
5563,1813
5577,1814
540,1815
5562,1816
523,1817
536,1818
533,1819
529,1820
491,1821
530,1822
600,1823
541,1824
542,1825
605,1826
531,1827
6270,1828
4056,1829
286,1830
6410,1831
7519,1832
8979,1833
6411,1834
8417,1835
8845,1836
6943,1837
6963,1838
3392,1839
6187,1840
6189,1841
3196,1842
6188,1843
3204,1844
6195,1845
610,1846
641,1847
647,1848
879,1849
877,1850
881,1851
880,1852
2299,1853
2288,1854
2322,1855
2327,1856
6387,1857
3958,1858
1035,1859
11230,1860
11229,1861
1033,1862
1038,1863
1031,1864
1028,1865
1036,1866
1032,1867
1042,1868
1037,1869
11290,1870
5653,1871
1026,1872
1043,1873
5652,1874
1903,1875
1905,1876
4304,1877
890,1878
6404,1879
6396,1880
6772,1881
6342,1882
6343,1883
6397,1884
6433,1885
9845,1886
3377,1887
7503,1888
6398,1889
2326,1890
3366,1891
6349,1892
6743,1893
6395,1894
3398,1895
6384,1896
6380,1897
6428,1898
6381,1899
6412,1900
6382,1901
6407,1902
6356,1903
6399,1904
3402,1905
4189,1906
6413,1907
8630,1908
2381,1909
6348,1910
3380,1911
6955,1912
6391,1913
6360,1914
6350,1915
6430,1916
6409,1917
6394,1918
6414,1919
5832,1920
1361,1921
5419,1922
5421,1923
1,1924
5422,1925
3,1926
5424,1927
5428,1928
4,1929
5979,1930
5980,1931
2,1932
5430,1933
5432,1934
5431,1935
5423,1936
5,1937
5435,1938
5434,1939
5984,1940
5433,1941
5425,1942
6,1943
6476,1944
2308,1945
2270,1946
2324,1947
1904,1948
1908,1949
2927,1950
3177,1951
2934,1952
6946,1953
7506,1954
9844,1955
6427,1956
9849,1957
9025,1958
7505,1959
7508,1960
6944,1961
9843,1962
6406,1963
4381,1964
6408,1965
9848,1966
7527,1967
6383,1968
6401,1969
9386,1970
6359,1971
2913,1972
6752,1973
7528,1974
6378,1975
6111,1976
6734,1977
8924,1978
910,1979
3321,1980
5597,1981
691,1982
707,1983
685,1984
721,1985
693,1986
4133,1987
3932,1988
4300,1989
3936,1990
3186,1991
6186,1992
4131,1993
3933,1994
3170,1995
3164,1996
4132,1997
3184,1998
3182,1999
3937,2000
3180,2001
3183,2002
5714,2003
5720,2004
4083,2005
4287,2006
6957,2007
4022,2008
1745,2009
3824,2010
5729,2011
7074,2012
4344,2013
3872,2014
7064,2015
3598,2016
5736,2017
6800,2018
4296,2019
3650,2020
4100,2021
6837,2022
3535,2023
3659,2024
4027,2025
1746,2026
3543,2027
3498,2028
5760,2029
5762,2030
5765,2031
5766,2032
4064,2033
4263,2034
7076,2035
1082,2036
1081,2037
946,2038
5630,2039
960,2040
952,2041
5633,2042
948,2043
959,2044
953,2045
949,2046
958,2047
973,2048
957,2049
5632,2050
2914,2051
2911,2052
6085,2053
4357,2054
4375,2055
6083,2056
6088,2057
4358,2058
2918,2059
6084,2060
4367,2061
9841,2062
6086,2063
2916,2064
651,2065
618,2066
660,2067
632,2068
640,2069
1191,2070
635,2071
645,2072
649,2073
724,2074
612,2075
734,2076
658,2077
1227,2078
657,2079
676,2080
967,2081
6795,2082
6374,2083
7470,2084
7558,2085
2991,2086
7563,2087
514,2088
494,2089
601,2090
596,2091
1243,2092
508,2093
603,2094
4130,2095
2234,2096
3989,2097
2074,2098
2219,2099
3329,2100
3980,2101
6776,2102
2042,2103
2030,2104
2940,2105
2067,2106
2090,2107
2089,2108
2096,2109
2165,2110
5935,2111
5931,2112
2110,2113
5930,2114
2106,2115
5928,2116
6747,2117
6790,2118
6748,2119
5952,2120
2051,2121
2136,2122
5934,2123
5932,2124
5936,2125
6749,2126
7546,2127
2151,2128
2117,2129
7547,2130
2166,2131
2671,2132
6047,2133
2690,2134
2672,2135
6750,2136
6046,2137
2678,2138
2683,2139
10792,2140
2680,2141
1109,2142
1119,2143
1110,2144
1111,2145
1013,2146
1112,2147
264,2148
5680,2149
1114,2150
1113,2151
7417,2152
1116,2153
1117,2154
1062,2155
979,2156
1118,2157
5601,2158
9827,2159
8949,2160
1637,2161
5695,2162
6773,2163
944,2164
1510,2165
1675,2166
1511,2167
1515,2168
7067,2169
7073,2170
5721,2171
6962,2172
7066,2173
3804,2174
5733,2175
3743,2176
3491,2177
6132,2178
3859,2179
4341,2180
4124,2181
5761,2182
7078,2183
3447,2184
6989,2185
5777,2186
1196,2187
3938,2188
3173,2189
1682,2190
4167,2191
1969,2192
2252,2193
4077,2194
4074,2195
5867,2196
5869,2197
5874,2198
5873,2199
5877,2200
1961,2201
5878,2202
1963,2203
1965,2204
5875,2205
5883,2206
1997,2207
3560,2208
6429,2209
3979,2210
3977,2211
2059,2212
3978,2213
5954,2214
3976,2215
3974,2216
3984,2217
3975,2218
1588,2219
5591,2220
1360,2221
1352,2222
1553,2223
304,2224
1309,2225
1405,2226
585,2227
1439,2228
1473,2229
1222,2230
586,2231
355,2232
3956,2233
364,2234
468,2235
441,2236
492,2237
8832,2238
582,2239
4198,2240
699,2241
1202,2242
1582,2243
1193,2244
1567,2245
537,2246
1531,2247
1236,2248
675,2249
1251,2250
726,2251
1376,2252
1247,2253
733,2254
8414,2255
1374,2256
1252,2257
5999,2258
2310,2259
3903,2260
3302,2261
3300,2262
3299,2263
3408,2264
2069,2265
6105,2266
2214,2267
7490,2268
5702,2269
2195,2270
2549,2271
6505,2272
3790,2273
5730,2274
6739,2275
3630,2276
3674,2277
9543,2278
7056,2279
3617,2280
5763,2281
7579,2282
4028,2283
3805,2284
5772,2285
4271,2286
3881,2287
8082,2288
4145,2289
6744,2290
5691,2291
8235,2292
2060,2293
3256,2294
3908,2295
6209,2296
3241,2297
3288,2298
3924,2299
3287,2300
3244,2301
3914,2302
3247,2303
3890,2304
3916,2305
3917,2306
3250,2307
3246,2308
3260,2309
3894,2310
3905,2311
3911,2312
3249,2313
3284,2314
3261,2315
3243,2316
3904,2317
6223,2318
6204,2319
3906,2320
3920,2321
3253,2322
5994,2323
2333,2324
7642,2325
5439,2326
8,2327
3995,2328
3997,2329
5440,2330
5447,2331
5442,2332
5444,2333
5445,2334
5449,2335
5443,2336
5448,2337
4248,2338
5438,2339
5446,2340
8208,2341
9,2342
10,2343
7,2344
8628,2345
1453,2346
497,2347
11498,2348
10160,2349
6365,2350
11473,2351
7987,2352
7195,2353
3860,2354
7154,2355
6763,2356
7196,2357
9745,2358
7155,2359
7153,2360
7202,2361
7102,2362
7157,2363
6134,2364
6765,2365
7203,2366
7158,2367
6766,2368
7159,2369
1958,2370
5861,2371
5862,2372
5865,2373
5864,2374
1959,2375
2641,2376
2642,2377
2645,2378
4312,2379
2662,2380
2647,2381
2667,2382
2664,2383
5709,2384
3415,2385
3851,2386
3705,2387
1970,2388
2290,2389
2286,2390
6449,2391
6448,2392
995,2393
7504,2394
6006,2395
310,2396
739,2397
731,2398
5593,2399
6367,2400
6388,2401
1102,2402
4239,2403
4237,2404
4238,2405
6148,2406
6154,2407
6152,2408
7478,2409
8782,2410
7479,2411
2933,2412
7205,2413
5939,2414
2202,2415
2221,2416
1242,2417
7459,2418
6756,2419
1058,2420
1214,2421
6757,2422
5781,2423
1238,2424
5404,2425
6919,2426
7617,2427
6758,2428
5407,2429
5412,2430
5409,2431
5417,2432
5411,2433
7618,2434
5418,2435
7616,2436
5414,2437
5415,2438
5410,2439
5416,2440
1645,2441
3282,2442
6212,2443
9898,2444
3910,2445
11258,2446
3245,2447
2955,2448
2926,2449
2930,2450
4347,2451
6118,2452
5572,2453
2958,2454
6137,2455
2938,2456
5927,2457
2142,2458
5937,2459
3967,2460
1596,2461
6089,2462
109,2463
136,2464
6768,2465
1169,2466
5701,2467
7135,2468
7136,2469
5960,2470
7142,2471
5963,2472
7138,2473
5961,2474
7137,2475
4013,2476
1132,2477
5794,2478
5500,2479
4106,2480
10941,2481
794,2482
804,2483
820,2484
2340,2485
2341,2486
2344,2487
2332,2488
2312,2489
2280,2490
5997,2491
4305,2492
2611,2493
2316,2494
2345,2495
2328,2496
2346,2497
2284,2498
2336,2499
2296,2500
3332,2501
4010,2502
4291,2503
2011,2504
3336,2505
6242,2506
3337,2507
3325,2508
3326,2509
4320,2510
3328,2511
9887,2512
3259,2513
3257,2514
9888,2515
6231,2516
3258,2517
3254,2518
9181,2519
9889,2520
3913,2521
3886,2522
3242,2523
6225,2524
3251,2525
8735,2526
3927,2527
1122,2528
5686,2529
5688,2530
5479,2531
58,2532
67,2533
5524,2534
115,2535
5527,2536
169,2537
190,2538
1895,2539
1755,2540
7148,2541
7237,2542
7150,2543
7151,2544
7152,2545
5716,2546
3696,2547
5741,2548
3461,2549
3689,2550
3704,2551
5757,2552
6883,2553
5771,2554
